zzzsSt,vrsta,oe,tip,sifOe,naziv,naslov,posta,tel,splStran
6049984,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"AMBULANTA DRUŽINSKE MEDICINE, ADM MARN VODOVNIK D.O.O.",SV. DUH 162,4220 ŠKOFJA LOKA,04 510 17 77,http://www.ambulanta-zelezniki.si
3112672,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,AMBULANTA KOŠIR D.O.O.,PODLUBNIK 307,4220 ŠKOFJA LOKA,04 510 17 17,http://www.ambulanta-kosir.si/index.html
7214841,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"AMBULANTA LAH, D.O.O., AMBULANTA SPLOŠNE IN DRUŽINSKE MEDICINE",BIZANTOVA CESTA 14,1215 MEDVODE,04 518 05 00,https://www.ambulantalah.si/
6997488,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"AMBULANTA POLHEK, PEDIATRIČNA AMBULANTA, D.O.O.",PRAPROČE 3,1355 POLHOV GRADEC,"04 620 88 70, 04 620 88 88",http://www.ambulantapolhek.si
4417834,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"AMBULANTA VITA, DRUŽINSKA MEDICINA, D.O.O.",BLEJSKA CESTA 10,4290 TRŽIČ,04 592 47 00,https://ambulanta-vita.si/
3702896,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"AMBULANTA ŠUBIC, ZASEBNA ZDRAVSTVENA DEJAVNOST, D.O.O.",STARA CESTA 10,4220 ŠKOFJA LOKA,04 515 11 21,https://www.ambulantasubic.si/
4753354,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"FITLAB, ZAVOD ZA CELOSTNO ZDRAVSTVENO IN KINEZIOLOŠKO OBRAVNAVO",PARTIZANSKA ULICA 8 A,1370 LOGATEC,820 501 70,http://arcusmedici.si
4702910,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"KOPRIVEC, DRUŽINSKA MEDICINA, D.O.O.",PODREBER 12 C,1355 POLHOV GRADEC,04 518 06 04,https://www.koprivec-druzinskamedicina.si/
4234273,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"MEDIM, AMBULANTA DRUŽINSKE MEDICINE IN OSTALE STORITVE, D.O.O.",RETEČE 154,4220 ŠKOFJA LOKA,04 511 17 17,http://www.medim.si
8524237,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"OTROŠKA AMBULANTA KRESE, ZDRAVSTVENE IN DRUGE STORITVE D.O.O.",BLEJSKA CESTA 10,4290 TRŽIČ,04 596 10 64,http://krese.si/
5088574,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"S-MEDICUS, DRUŽBA ZA ZDRAVSTVENO, SVETOVALNO IN STORITVENO DEJAVNOST, D.O.O.",BLEJSKA CESTA 10,4290 TRŽIČ,04 592 51 31,https://s-medicus.si
746564,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"SINOPSIS D.O.O., STORITVE, TRGOVINA IN ZASEBNA SPLOŠNA AMBULANTA",GORENJSKA ULICA 37,4260 BLED,04 530 55 80,http://www.sinopsis.si
8130250,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"SPLOŠNA IN DRUŽINSKA MEDICINA GORDANA ŠĆEPANOVIĆ, DR. MED.",KOPALIŠKA CESTA 7,4240 RADOVLJICA,059 751 750,https://scepanovic.si/
5089140,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"VITALIJA, AMBULANTA SPLOŠNE MEDICINE, D.O.O., KRANJ",GOSPOSVETSKA ULICA 10 A,4000 KRANJ,04 238 01 84,http://www.ezdravnik.si/zdravnik/vitalija
4342825,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"ZASEBNI ZDRAVSTVENI ZAVOD LILJANA KRIVEC SKRT, DR. MED.",CESTA SVOBODE 47 A,4260 BLED,,
4220733,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"ZAVOD RR ŠKOFJA LOKA, ZASEBNI ZDRAVSTVENI ZAVOD",STARA CESTA 10,4220 ŠKOFJA LOKA,"04 51 51 151, 051 395 675",http://www.zavodrr.si
6492911,Zasebni,OE KRANJ,Specialist,240000,GINEKOLOGIJA STRAŽAR D.O.O.,HAFNERJEVO NASELJE 24,4220 ŠKOFJA LOKA,,http://www.ginekologija-strazar.si
5651459,Zasebni,OE KRANJ,Specialist,240000,RODNA STORITVE ZA ZDRAVJE D.O.O.,ZASAVSKA CESTA 58 D,4000 KRANJ,,http://www.rodna.si
4483473,Zasebni,OE KRANJ,Zobozdravnik,240000,2LEVA DENTALNA MEDICINA IN MEDIJI D.O.O.,VREČKOVA ULICA 3,4000 KRANJ,,http://www.ordinacija-belehar.si
3079961,Zasebni,OE KRANJ,Zobozdravnik,240000,"A.S. LINEA, TRGOVINA, STORITVE, D.O.O.",POT NA LISICE 4,4260 BLED,,http://zobozdravstvo-bled.si
3568571,Zasebni,OE KRANJ,Zobozdravnik,240000,"APEKS, KARDIOLOGIJA IN ZOBOZDRAVSTVO, D.O.O.",GORENJSKA CESTA 8,4240 RADOVLJICA,,https://zobozdravstvenaordinacija.si/
6475639,Zasebni,OE KRANJ,Zobozdravnik,240000,"BIOZOBOZDRAVSTVO, ZOBOZDRAVSTVENE STORITVE D.O.O.",PREŠERNOVA ULICA 8,4240 RADOVLJICA,,https://www.zobozdravnik-bled.si/
4540144,Zasebni,OE KRANJ,Zobozdravnik,240000,"BLAŽ KALAN, DR. DENT. MED., ZASEBNA ZOBNA ORDINACIJA",GOSPOSVETSKA ULICA 10 A,4000 KRANJ,04 208 24 13,
5831052,Zasebni,OE KRANJ,Zobozdravnik,240000,"BOBNAR MOJCA DR. DENT. MED., ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA",FRANKOVO NASELJE 51,4220 ŠKOFJA LOKA,,http://www.zobozdravstvo-bobnar.si
3109703,Zasebni,OE KRANJ,Zobozdravnik,240000,DEBELAK SIMONA - ZOBOZDRAVSTVENA ORDINACIJA,TEKSTILNA ULICA 17,4000 KRANJ,,https://www.simona-debelak.si/
8455936,Zasebni,OE KRANJ,Zobozdravnik,240000,"DENT MEDICO TERAN, ZOBOZDRAVSTVENE STORITVE, D.O.O.",ZGORNJE DUPLJE 101 A,4203 DUPLJE,,
3715291,Zasebni,OE KRANJ,Zobozdravnik,240000,"DENTA B, ZOBOZDRAVSTVENA DEJAVNOST IN OSTALE STORITVE, D.O.O.",PODLUBNIK 341,4220 ŠKOFJA LOKA,,http://ordinacija-denta-b.com
5699657,Zasebni,OE KRANJ,Zobozdravnik,240000,"DIDENT, ZOBOZDRAVSTVENA DEJAVNOST D.O.O.",STARA CESTA 10,4220 ŠKOFJA LOKA,,https://www.zdravniki-zobozdravniki.net/clan/Diana-TERLEVIC-DABIC-1484/
6635595,Zasebni,OE KRANJ,Zobozdravnik,240000,"DOBRAVEC D.O.O., STORITVE ZA ZDRAVJE, NARAVO IN KULTURO",KRANJSKA CESTA 27,4240 RADOVLJICA,04 533 75 22,http://zobna.dobravec.si
3066330,Zasebni,OE KRANJ,Zobozdravnik,240000,"DOMICIJAN, POTOVALNA IN TURISTIČNA AGENCIJA TER ZOBOZDRAVSTVO, D.O.O.",PANTE 11,4000 KRANJ,,http://www.domicijan.si
7308250,Zasebni,OE KRANJ,Zobozdravnik,240000,"ELITE DENTAL ZOBOZDRAVSTVENI CENTER, D.O.O.",PIVKA 4,4202 NAKLO,,http://ordinacija-salkovic.com/
3696030,Zasebni,OE KRANJ,Zobozdravnik,240000,"ESTETIKA, STORITVE IN TRGOVINA D.O.O.",PREŠERNOVA CESTA 52,4260 BLED,,
5512710,Zasebni,OE KRANJ,Zobozdravnik,240000,"FERRAN DENT, ZOBOZDRAVSTVENE STORITVE, D.O.O.",STARA CESTA 10,4220 ŠKOFJA LOKA,,https://vvdent.si/
3125110,Zasebni,OE KRANJ,Zobozdravnik,240000,GRČAR MATEJA - ZOBOZDRAVSTVO,KOPALIŠKA CESTA 7,4240 RADOVLJICA,,https://www.zdravniki-zobozdravniki.net/clan/Mateja-GRCAR-1159/
6156995,Zasebni,OE KRANJ,Zobozdravnik,240000,"IDENS, ZOBOZDRAVSTVENE STORITVE D.O.O.",SELIŠKA CESTA 3,4260 BLED,,http://www.zobna-ordinacija.si
3125138,Zasebni,OE KRANJ,Zobozdravnik,240000,JEŠE MATEJA - ZOBOZDRAVSTVO,BEGUNJSKA CESTA 7,4248 LESCE,,https://www.zobozdravstvena-jese.si/
7376150,Zasebni,OE KRANJ,Zobozdravnik,240000,"JO-DENT, ZASEBNA ZOBNA AMBULANTA, JULA JOŠT, DR. DENT. MEDICINE",JOBSTOVA CESTA 22,4226 ŽIRI,,http://jo-dent.si
5582899,Zasebni,OE KRANJ,Zobozdravnik,240000,"JUTA SIMONA PISK, DR. DENT. MED., ZASEBNA ŠOLSKA ZOBNA AMBULANTA",TRATA 7,4224 GORENJA VAS,,http://www.zobozdravnica-juta.si
6615558,Zasebni,OE KRANJ,Zobozdravnik,240000,LC DENT ZOBOZDRAVSTVO D.O.O.,DOLINA 12,4248 LESCE,,http://www.zobozdravnik-cvetek.si
4489797,Zasebni,OE KRANJ,Zobozdravnik,240000,"LE-AN DENT, ZASEBNA ZOBNA ORDINACIJA, D.O.O.",BLEJSKA CESTA 10,4290 TRŽIČ,,http://www.zobozdravstvo-marin.si
3137980,Zasebni,OE KRANJ,Zobozdravnik,240000,MAJC MARTINA - ZOBOZDRAVSTVENA ORDINACIJA,GOSPOSVETSKA ULICA 10 A,4000 KRANJ,,http://www.slovenski-zobozdravniki.si/martina-majc
4227273,Zasebni,OE KRANJ,Zobozdravnik,240000,"MARGITA ZUPANC PORENTA, DR. DENT. MED. ZASEBNA ZOBNA ORDINACIJA",SELO PRI ŽIROVNICI 8 A,4274 ŽIROVNICA,,http://zdravniki-zobozdravniki.net
8113236,Zasebni,OE KRANJ,Zobozdravnik,240000,MARIJA UJEVIĆ ŠALKOVIĆ - ZOBOZDRAVSTVENA DEJAVNOST,RACOVNIK 29,4228 ŽELEZNIKI,,http://zobozdravstvo-salkovic.com/
3193617,Zasebni,OE KRANJ,Zobozdravnik,240000,MARČUN MATEJA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,PIPANOVA CESTA 43,4208 ŠENČUR,,https://www.zdravniki-zobozdravniki.net/clan/Mateja-MARCUN-724/
4350285,Zasebni,OE KRANJ,Zobozdravnik,240000,MEL DENT ZASEBNE ZOBOZDRAVSTVENE IN DRUGE STORITVE D.O.O.,ULICA JULETA GABROVŠKA 19,4000 KRANJ,,http://www.slovenski-zobozdravniki.si/melita-franko
3435198,Zasebni,OE KRANJ,Zobozdravnik,240000,"NAGLIDENT, DRUŽBA ZA ZOBOZDRAVSTVENE IN OSTALE STORITVE, D.O.O.",PREDILNIŠKA CESTA 6,4290 TRŽIČ,,
4110908,Zasebni,OE KRANJ,Zobozdravnik,240000,"NAL, ZOBOZDRAVSTVENA DEJAVNOST, D.O.O.",PODGORNIKOVA ULICA 1,1000 LJUBLJANA,,http://www.nal.si
6297075,Zasebni,OE KRANJ,Zobozdravnik,240000,"ORTO4U, ZOBOZDRAVSTVENA DEJAVNOST, D.O.O.",ULICA BRATOV KOMEL 25,1210 LJUBLJANA - ŠENTVID,,http://ORTO4U D.O.O.
3112334,Zasebni,OE KRANJ,Zobozdravnik,240000,PAVLOVIĆ RADE - DOKTOR STOMATOLOGIJE,CESTA MARŠALA TITA 78,4270 JESENICE,,http://www.slovenski-zobozdravniki.si/rade-pavlovic
4384485,Zasebni,OE KRANJ,Zobozdravnik,240000,"PRENADENT, ZOBOZDRAVSTVENE STORITVE D.O.O.",DRAGA 1,1292 IG,,http://www.prenadent.si
3645080,Zasebni,OE KRANJ,Zobozdravnik,240000,RAN ZOBOZDRAVSTVENA DEJAVNOST D.O.O.,RETEČE 205,4220 ŠKOFJA LOKA,,
3631784,Zasebni,OE KRANJ,Zobozdravnik,240000,"ROK-LAB, ZOBOZDRAVSTVO, D.O.O.",TRATA 7 A,4224 GORENJA VAS,,
3583211,Zasebni,OE KRANJ,Zobozdravnik,240000,ROTAR TOMAŽ - ZOBOZDRAVSTVENA ORDINACIJA,PREŠERNOVA ULICA 6,4240 RADOVLJICA,,https://www.zobozdravnik.si/
797024,Zasebni,OE KRANJ,Zobozdravnik,240000,"SANOS, ZOBOZDRAVSTVENE STORITVE, D.O.O.",GREGORČIČEVA ULICA 10,4000 KRANJ,,http://www.sanjakrajnik.si
3578840,Zasebni,OE KRANJ,Zobozdravnik,240000,"STARDENT, ZOBOZDRAVSTVENE STORITVE, TRGOVINA IN POSREDNIŠTVO D.O.O.",TRG SVOBODE 9,4226 ŽIRI,,
3111953,Zasebni,OE KRANJ,Zobozdravnik,240000,"STRAŽIŠAR RADIĆ TANJA - PRIVATNA ZOBNA ORDINACIJA, ZOBOZDRAVSTVO ZA ODRASLE",CESTA MARŠALA TITA 78,4270 JESENICE,,http://www.tsrzobozdravstvo.si/
4348572,Zasebni,OE KRANJ,Zobozdravnik,240000,TINA DENT ZOBOZDRAVSTVENE STORITVE ZA OTROKE IN MLADINO D.O.O.,PUŠTAL 108,4220 ŠKOFJA LOKA,,https://www.zdravniki-zobozdravniki.net/clan/Tina-HERLEC-STURM-1256/
5573424,Zasebni,OE KRANJ,Zobozdravnik,240000,"TRITRG, TRGOVINA IN POSREDNIŠTVO, D.O.O.",TIVOLSKA CESTA 48,1000 LJUBLJANA,,
4253787,Zasebni,OE KRANJ,Zobozdravnik,240000,VIAL ZOBOZDRAVSTVENE STORITVE D.O.O.,GABRŠČKOVA ULICA 91,1000 LJUBLJANA,,https://www.zdravniki-zobozdravniki.net/clan/Aleksandra-VIDRIH-1115/
3125215,Zasebni,OE KRANJ,Zobozdravnik,240000,ZAJŠEK PETER - ZOBOZDRAVSTVO,MLADINSKA CESTA 1,4260 BLED,,http://zobna-ordinacija-bled.si/
4226310,Zasebni,OE KRANJ,Zobozdravnik,240000,ZAPLOTNIK KRALJ KSENIJA ZASEBNA ZOBNA ORDINACIJA,BEGUNJSKA CESTA 2,4290 TRŽIČ,,https://www.zdravniki-zobozdravniki.net/clan/Ksenija-ZAPLOTNIK-KRALJ-996/
4350038,Zasebni,OE KRANJ,Zobozdravnik,240000,"ZASEBNA ZOBNA ORDINACIJA GREGOR MAVČIČ, DR. DENT. MED.",GOSPOSVETSKA ULICA 10 B,4000 KRANJ,,http://gregormavcic.si/
4345943,Zasebni,OE KRANJ,Zobozdravnik,240000,"ZASEBNA ZOBNA ORDINACIJA HELENA KONOBELJ, DR. DENT. MED.",CESTA MARŠALA TITA 78,4270 JESENICE,04 583 14 00,https://www.zdravniki-zobozdravniki.net/clan/Helena-KONOBELJ-1036/#ordinacija
3110913,Zasebni,OE KRANJ,Zobozdravnik,240000,"ZASEBNA ZOBOZDRAVNIŠKA ORDINACIJA ZA ODRASLE ALOJZ RENČELJ, DR.DENT.MED",GOSPOSVETSKA ULICA 10 A,4000 KRANJ,,https://www.zdravniki-zobozdravniki.net/clan/Alojz-RENCELJ-456/
4351459,Zasebni,OE KRANJ,Zobozdravnik,240000,"ZASEBNI ZDRAVSTVENI ZAVOD BRUNO VOJNOVIĆ, DR.DENT.MED., ZOBOZDRAVSTVENA DEJAVNOST",KOPALIŠKA CESTA 7,4240 RADOVLJICA,,http://Bruno Vojnović dr.dent.med.
4236460,Zasebni,OE KRANJ,Zobozdravnik,240000,"ZASEBNI ZOBOZDRAVSTVENI ZAVOD, LAPČEVIČ VLADO, DR.DENT.MED.",BREG 36,4274 ŽIROVNICA,,https://www.zdravniki-zobozdravniki.net/clan/Vlado-LAPCEVIC-1445/
5741662,Zasebni,OE KRANJ,Zobozdravnik,240000,ZDRAVSTVENI ZAVOD ARTDENT BLED,KOLODVORSKA CESTA 3 C,4260 BLED,,http://www.artdent.si/
5640045,Zasebni,OE KRANJ,Zobozdravnik,240000,ZDRAVSTVENI ZAVOD DENTOR,BAŠELJ 26 B,4205 PREDDVOR,,http://www.dentor.si
6183191,Zasebni,OE KRANJ,Zobozdravnik,240000,ZDRAVSTVENI ZAVOD I DENT KRANJ,VREČKOVA ULICA 3,4000 KRANJ,,http://zobozdravstvo-vujovic.si
4112437,Zasebni,OE KRANJ,Zobozdravnik,240000,ZOBNA AMBULANTA ADELA GAŠPERIČ DR.DENT.MED,KRVAVŠKA CESTA 4,4207 CERKLJE NA GORENJSKEM,,https://dental-care.si/
4491923,Zasebni,OE KRANJ,Zobozdravnik,240000,ZOBNA AMBULANTA FURLAN FAJFAR MOJCA DR. DENT. MED.,GOSPOSVETSKA ULICA 10 B,4000 KRANJ,,https://g.co/kgs/AA4zHw
4632820,Zasebni,OE KRANJ,Zobozdravnik,240000,ZOBNA AMBULANTA KREUTZ D.O.O.,KOROŠKA ULICA 2,4280 KRANJSKA GORA,,
3110930,Zasebni,OE KRANJ,Zobozdravnik,240000,"ZOBNA ORDINACIJA MILENA ŠIFRAR-KOPAČ, DR. DENT. MED.",GOSPOSVETSKA ULICA 10 A,4000 KRANJ,04 236 46 10,https://www.zdravniki-zobozdravniki.net/clan/Milena-SIFRAR-KOPAC-1565/
3109808,Zasebni,OE KRANJ,Zobozdravnik,240000,ZOBOZDRAVSTVENA ORDINACIJA BARBARA LOMBAR DR.DENT.MED.,ŠOLSKA ULICA 9,4205 PREDDVOR,,https://www.zdravniki-zobozdravniki.net/clan/Barbara-LOMBAR-1150/
3632577,Zasebni,OE KRANJ,Zobozdravnik,240000,"ZOBOZDRAVSTVENA ORDINACIJA DAVID BIZJAK, DR. DENT. MED.",GOSPOSVETSKA ULICA 10 A,4000 KRANJ,,http://www.slovenski-zobozdravniki.si/david-bizjak
4493010,Zasebni,OE KRANJ,Zobozdravnik,240000,ZOBOZDRAVSTVENA ORDINACIJA NIELS UDIR DR.DENT.MED.,BELSKA CESTA 42,4205 PREDDVOR,04 255 13 82,https://www.ordinacijaudir.si/
5593978,Zasebni,OE KRANJ,Zobozdravnik,240000,"ZOBOZDRAVSTVENI CENTER JAVH, D.O.O.",STARA CESTA 21,4220 ŠKOFJA LOKA,,http://www.zobozdravstvo-javh.si/
7858751,Zasebni,OE KRANJ,Zobozdravnik,240000,"ŠTEFKA GLADEK, DR. DENT. MED. - ZASEBNA ZOBOZDRAVNICA",OTOKI 14,4228 ŽELEZNIKI,,http://otroska-zobna-zelezniki.si/
3006622,Zasebni,OE KRŠKO,"Družinski, otroški in šolski zdravnik",230000,"ARISTOTEL, ZDRAVSTVENI CENTER D.O.O.",ULICA ILIJE GREGORIČA 18 A,8270 KRŠKO,07 49 03 000,https://www.aristotel.si/
609753,Zasebni,OE KRŠKO,"Družinski, otroški in šolski zdravnik",230000,"EVA PODJETJE ZA ZDRAVSTVENO DEJAVNOST, KRŠKO D.O.O.",PLETERJE 24,8272 ZDOLE,07 488 02 26,https://eva-doo.si/
6024723,Zasebni,OE KRŠKO,"Družinski, otroški in šolski zdravnik",230000,"MEDICINA ILJAŽ,STORITVE, D.O.O.",BIZELJSKA CESTA 104,8259 BIZELJSKO,082 017 494 074 965 032,https://www.iljaz.si/
3346923,Zasebni,OE KRŠKO,"Družinski, otroški in šolski zdravnik",230000,"MEDICINA STOPAR ALOJZ DR.MED. S.P., ZASEBNA AMBULANTA SPLOŠNE MEDICINE",KRMELJ 53,8296 KRMELJ,(07) 818 41 34,https://www.zd-sevnica.si/zdravstvena-postaja-krmelj/druzinska-medicina/alojz-stopar-dr-med
4544865,Zasebni,OE KRŠKO,"Družinski, otroški in šolski zdravnik",230000,OBRADOVIĆ ZDRAVSTVO ZDRAVSTVENE IN DRUGE STORITVE D.O.O.,CANKARJEVA ULICA 3 A,8270 KRŠKO,074 880 227,https://www.obradovic.si/
4676740,Zasebni,OE KRŠKO,"Družinski, otroški in šolski zdravnik",230000,"SEVER MELITA, DR.MED.,SPEC.SPL.MED., ORDINACIJA DRUŽINSKE MEDICINE",LJUBLJANSKA CESTA 16,8311 KOSTANJEVICA NA KRKI,(07) 49 88 323,https://www.zdravniki-zobozdravniki.net/clan/Melita-SEVER-1170/
4344627,Zasebni,OE KRŠKO,"Družinski, otroški in šolski zdravnik",230000,SPLOŠNA MEDICINA JURIJ PESJAK D.O.O.,DROŽANJSKA CESTA 90,8290 SEVNICA,(07) 816 15 37,https://www.zd-sevnica.si/druzinska-medicina/jurij-pesjak-dr-med
4224522,Zasebni,OE KRŠKO,"Družinski, otroški in šolski zdravnik",230000,"ZASEBNA ORDINACIJA DRUŽINSKE MEDICINE MARJETKA BLAŽEVIĆ, DR.MED.,SPEC.SPL.MED.",ČERNELČEVA CESTA 8,8250 BREŽICE,074 994 111,https://www.blazevic.si/
4107853,Zasebni,OE KRŠKO,"Družinski, otroški in šolski zdravnik",230000,ZASEBNA PEDIATRIČNA ORDINACIJA DOMAGOJ PUŽEVSKI DR.MED.SPEC.PEDIATRIJE,CESTA KRŠKIH ŽRTEV 132 C,8270 KRŠKO,(07) 48 80 237,http://domagojpuzevski.xp3.biz/domagoj/
3200456,Zasebni,OE KRŠKO,"Družinski, otroški in šolski zdravnik",230000,ŽNIDARŠIČ KSENIJA - ZASEBNA ORDINACIJA ZA SPLOŠNO MEDICINO,ČERNELČEVA CESTA 8,8250 BREŽICE,074 963 451,http://ordinacija.spisarna.si/
4243928,Zasebni,OE KRŠKO,Specialist,230000,SPE VIVIMUS SPECIALISTIČNE DEJAVNOSTI D.O.O.,POT NA POLŠCO 21,8270 KRŠKO,074 926 067,https://www.preskar.com/
4343942,Zasebni,OE KRŠKO,Zobozdravnik,230000,DENS BARLIČ ZOBOZDRAVSTVO D.O.O.,PLETERŠNIKOVA ULICA 1,8250 BREŽICE,(07) 499 22 08,https://www.dens-barlic.si/
4106949,Zasebni,OE KRŠKO,Zobozdravnik,230000,DENTALCARE PREVENTIVNA IN OTROŠKA ZOBOZDRAVSTVENA DEJAVNOST D.O.O.,CESTA KRŠKIH ŽRTEV 132 C,8270 KRŠKO,(07) 488 02 72,http://www.dentalcare.si/
5738161,Zasebni,OE KRŠKO,Zobozdravnik,230000,DENTALNI CENTER TATALOVIČ ZOBOZDRAVSTVO D.O.O.,CESTA KRŠKIH ŽRTEV 112,8270 KRŠKO,07 49 22 012,http://www.tatalovic.si/
3444933,Zasebni,OE KRŠKO,Zobozdravnik,230000,GROBOLJŠEK ROMAN - ZASEBNA ZOBNA ORDINACIJA,TRG SVOBODE 9,8290 SEVNICA,07 814 12 42,https://www.zdravniki-zobozdravniki.net/clan/Roman-GROBOLJSEK-741/
2929862,Zasebni,OE KRŠKO,Zobozdravnik,230000,NIKOLIČ LILJANA - ZASEBNA ZOBNA ORDINACIJA - NIKOLIĆ LILJANA,ULICA STANKA ŠKALERJA 29,8250 BREŽICE,(07) 499 36 75,https://www.zobozdravnik-brezice.si/
4108507,Zasebni,OE KRŠKO,Zobozdravnik,230000,SONJA ĐUKEZ DR.DENT.MED. ZASEBNA ZOBNA ORDINACIJA,TRG SVOBODE 14,8290 SEVNICA,078 161 508,http://www.slovenski-zobozdravniki.si/sonja-dukez
3121321,Zasebni,OE KRŠKO,Zobozdravnik,230000,ZASEBNA ZOBNA AMBULANTA BORIS FEKONJA DR.DENT.MED.,ŠOLSKA ULICA 1,8270 KRŠKO,(07) 490 17 90,https://www.zdravniki-zobozdravniki.net/clan/Boris-FEKONJA-217/
816758,Zasebni,OE KRŠKO,Zobozdravnik,230000,ZOBOZDRAVSTVO DRGANC - ŠTORMAN D.O.O.,CESTA KRŠKIH ŽRTEV 43,8270 KRŠKO,"Kostanjevica na Krki: 07 49 87 448, Raka: 07 81 44 049",http://www.drganc-storman.si/
3275353,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,AHLIN DRAGOTIN - SPLOŠNA AMBULANTA,NOVI TRG 26 A,1241 KAMNIK,01 839 15 98,https://www.zdravniki-zobozdravniki.net/clan/Dragotin-AHLIN-96/
4224371,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"ALENKA NADLER ŽAGAR, DR. MED. SPLOŠNA MEDICINA",MAJNIKOVA ULICA 1,1310 RIBNICA,(01) 836 12 68,https://www.zdravniki-zobozdravniki.net/clan/Alenka-NADLER-ZAGAR-937/
4221509,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,AMBROŽ MIHELČIČ MAJDA - ZASEBNA ZDRAVNICA,NOVI TRG 26,1241 KAMNIK,,https://www.zdravniki-zobozdravniki.net/clan/Majda-AMBROZ-MIHELCIC-950/
4671180,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,AMBULANTA DRUŽINSKE MEDICINE EMIR ČOLIĆ DR.MED.SPEC.,LITIJSKA CESTA 161,1000 LJUBLJANA,05 907 57 50,https://zdravniki-zobozdravniki.net/Clan/Emir-COLIC-1202
7651182,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,AMBULANTA DRUŽINSKE MEDICINE NELI GROSEK,ULICA VLADIMIRJA DOLNIČARJA 11,1356 DOBROVA,040 314 410,https://www.grosek.net/
7725009,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"AMBULANTA KUS, AMBULANTA DRUŽINSKE MEDICINE, D.O.O.",PRIJATELJEVA ULICA 2,1000 LJUBLJANA,051 36 33 66,http://www.ambulantakus.si
6527879,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,ANDREJA BORINC BEDEN - ZASEBNA ZDRAVSTVENA DELAVKA,ZORANINA ULICA 3,1234 MENGEŠ,01 729 10 30,https://ezdravnik.si/zdravnik/andreja-borinc-beden/
3122986,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,BANKO MILAN - ZASEBNA SPLOŠNA AMBULANTA,MESTNI TRG 2,1230 DOMŽALE,01 724 52 34,https://ezdravnik.si/zdravnik/milan-banko/
579548,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"BARSOS-MC, ZDRAVSTVENE STORITVE D.O.O.",GREGORČIČEVA ULICA 11,1000 LJUBLJANA,,https://barsos.si/
3208966,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,BENEDIČIČ NIKOLAJ - ORDINACIJA SPLOŠNE MEDICINE,PARTIZANSKA POT 8 A,1270 LITIJA,01 898 04 90,https://www.zdravniki-zobozdravniki.net/clan/Nikolaj-BENEDICIC-620/
3236185,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,BERNOT MARTINA - ZASEBNA AMBULANTA ZA OTROKE IN MLADINO,NOVI TRG 26,1241 KAMNIK,01 831 86 37,http://www.zdravniki-zobozdravniki.net
3155933,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,BLAHA JASNA - ORDINACIJA SPLOŠNE MEDICINE,TBILISIJSKA ULICA 59,1000 LJUBLJANA,01 256 15 73,https://www.zdravniki-zobozdravniki.net/clan/Jasna-BLAHA-29/
5807207,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,"CASERMAN, ZASEBNA PEDIATRIČNA AMBULANTA, D.O.O.",CESTA 6. MAJA 11,1360 VRHNIKA,01 755 48 32,http://moj-pediater.si
3446567,Zasebni,OE LJUBLJANA,"Družinski, otroški in šolski zdravnik",250000,DOBNIKAR MARTA - ORDINACIJA SPLOŠNE MEDICINE,METELKOVA ULICA 15,1000 LJUBLJANA,01 438 59 50,http://www.zasebnizdravnik.si/marta-dobnikar/#ordinacija
