zzzsSt,vrsta,oe,tip,sifOe,naziv,naslov,posta,tel,splStran,popravljeno
6124094,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ANKA PERPAR - BELI DENT ZOBNA ORDINACIJA,SOKOLSKA ULICA 5,1295 IVANČNA GORICA,,www.slovenski-zobozdravniki.si/anka-perpar,2021-03-10T07:50:40Z
3961188,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"APEX-T.A ZOBOZDRAVSTVO, STORITVE IN TRGOVINA D.O.O.",NOVI DOM 11,1430 HRASTNIK,03 565 44 61,https://apex-ta.si/,2021-06-17T23:11:08Z
617685,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,BABIT ZOBOZDRAVSTVENI CENTER D.O.O.,KOLEZIJSKA ULICA 25,1000 LJUBLJANA,(01) 283 61 70,https://www.babit.si/,2021-03-28T23:11:28Z
3096695,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,BAN-FRIŠČIČ GORDANA - DOKTOR STOMATOLOGIJE,ULICA OTONA ŽUPANČIČA 3,5280 IDRIJA,,,2021-03-10T07:50:01Z
3181438,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,BOLJKA DUŠA - ZOBNA ORDINACIJA,LITIJSKA CESTA 43,1000 LJUBLJANA,01/548 01 05,http://www.slovenski-zobozdravniki.si/dusa-boljka,2021-03-24T00:11:31Z
3579790,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,CVELBAR JUDITA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,CESTA 6. MAJA 11,1360 VRHNIKA,(01) 755 37 85,http://www.slovenski-zobozdravniki.si/judita-cvelbar,2021-03-30T23:11:37Z
5189793,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,CYCLOPET RADIOFARMAKI IN DIAGNOSTIKA D.O.O.,MARTINČEVA ULICA 30,1000 LJUBLJANA,01/437 01 61,www.zobest.si,2021-03-24T00:11:37Z
7477715,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DEJAN STOJANOV, DR.DENT.MED. ZASEBNI ZOBOZDRAVNIK",JEZERO 1,1352 PRESERJE,(01) 363 30 70,https://zobar.eu/,2021-03-30T23:11:45Z
3746308,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DENTAL DESIGN, ZOBOZDRAVSTVENE IN ZOBOTEHNIČNE STORITVE, SVETOVANJE, UVOZ IN IZVOZ, D.O.O.",JAVORŠKOVA ULICA 9,1315 VELIKE LAŠČE,041/331 199,https://www.dentaldesign.si,2021-03-30T23:11:37Z
5088099,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DENTALNA AKADEMIJA, ZOBOZDRAVSTVENA, SPECIALISTIČNA IN IZOBRAŽEVALNA DEJAVNOST, D.O.O.",KOPRSKA ULICA 94 A,1000 LJUBLJANA,051/664 020,https://dentalna-akademija.si/,2021-03-30T23:11:42Z
4109013,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,DENTALNI STUDIO BARBARA ŠKRLJ GOLOB,ULICA IVANA PENGOVA 20,1230 DOMŽALE,00 386 512 209 99,www dentalnistudio.com,2021-04-06T23:11:42Z
3195712,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DENTART D.O.O., ZOBOZDRAVSTVENA DEJAVNOST",PETKOVŠKOVO NABREŽJE 57,1000 LJUBLJANA,051 654 674,http://www.dentart.si/,2021-05-27T23:10:54Z
4669390,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DENTEX, ZOBOZDRAVSTVENE STORITVE, D.O.O.",CESTA V MESTNI LOG 55,1000 LJUBLJANA,,http://www.dentex.si/,2021-04-07T23:11:38Z
742835,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DEPIK PODJETJE ZA PROIZVODNJO, INTELEKTUALNE STORITVE IN TRGOVINO D.O.O., LJUBLJANA",CESTA 24. JUNIJA 31,1231 LJUBLJANA - ČRNUČE,,,2021-03-10T07:49:53Z
4461820,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,DERMASTJA DIMOV DESISLAVA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,CESTA LJUBLJANSKE BRIGADE 23,1000 LJUBLJANA,05 903 35 05,https://www.zdravniki-zobozdravniki.net/clan/Desislava-DERMASTJA-1087/#ordinacija,2021-06-13T23:10:58Z
3092020,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,DIKIĆ KRSTINIĆ SNEŽANA - ZOBOZDRAVSTVO ODRASLIH,PARTIZANSKA POT 8 A,1270 LITIJA,,http://zobozdravstvo-dikic-krstinic.si/,2021-03-10T07:50:00Z
4449791,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,DINA ŠKRBINC DR. DENT. MED. - ZOBOZDRAVSTVENA ORDINACIJA,MIRJE 2,1000 LJUBLJANA,(01)200 51 21,https://www.zobozdravnik-skrbinc.si/,2021-03-28T23:11:37Z
617378,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DKC, DENTALNO KIRURŠKI CENTER, D.O.O.",RAKUŠEVA ULICA 6,1000 LJUBLJANA,030 643 693,https://www.d-center.si/,2021-04-14T23:11:11Z
3562716,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,DOBNIKAR IRENA - ZASEBNA ZOBNA ORDINACIJA,NOVI TRG 26,1241 KAMNIK,,,2021-03-10T07:50:12Z
3410781,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"DODODENT, ZDRAVSTVENE STORITVE IN TRGOVINA, D.O.O.",JELOVŠKOVA ULICA 7,1230 DOMŽALE,059 059 000,,2021-05-26T23:10:53Z
7469893,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"E.A.T., ZDRAVSTVENE DEJAVNOSTI, D.O.O.",SEKIRIŠČE 8,1314 ROB,,,2022-03-27T23:11:36Z
3745819,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ENDODENT, ZOBOZDRAVSTVO, D.O.O.",METELKOVA ULICA 15,1000 LJUBLJANA,(01) 430 21 31,http://endodent.si/,2021-04-18T23:11:21Z
2694806,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ESPOIR STORITVE IN TRGOVINA, D.O.O.",DUNAJSKA CESTA 59,1000 LJUBLJANA,03/565 50 27,https://ezdravnik.si/zdravnik/zasebna-ambulanta-espoir-d-o-o/,2021-03-18T00:11:00Z
3092190,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,FELE ŽUJIČ ANICA - ZASEBNA ZOBNA ORDINACIJA,NOVI DOM 11,1430 HRASTNIK,03 565 44 60,https://www.zdravniki-zobozdravniki.net/clan/Anica-FELE-ZUJIC-516/,2021-06-17T23:10:59Z
3137729,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,FUNDUK ANDREJČIČ SONJA - ZOBOZDRAVSTVO,DALMATINOVA ULICA 7,1000 LJUBLJANA,,https://www.zdravniki-zobozdravniki.net/clan/Sonja-FUNDUK-ANDREJCIC-1601/,2021-03-10T07:50:04Z
5713360,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"GDENT SPLOŠNO IN ESTETSKO ZOBOZDRAVSTVO UROŠ FRANC GAŠPERIN, DR.DENT.MED.",PREŠERNOVA CESTA 21 B,1230 DOMŽALE,041 394 980,gdent.si,2021-03-10T07:50:37Z
3122878,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,GERIĆ MARTA - ZOBOZDRAVSTVENA AMBULANTA,VEGOVA ULICA 22,1251 MORAVČE,,,2021-03-10T07:50:03Z
3759558,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,GORENC MOJCA - ZASEBNA ZOBNA AMBULANTA,CESTA ZMAGE 1,1410 ZAGORJE OB SAVI,03/565 50 23,https://www.cakalnedobe.si/ambulante/gorenc-mojca-zasebna-zobna-ambulanta-zobozdravstvena-dejavnost/,2021-03-17T00:11:03Z
4490638,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"GROZNIK MATEVŽ, DR. DENT. MED., ZASEBNA ZOBNA ORDINACIJA, ZASEBNI ZOBOZDRAVNIK",SAVSKA CESTA 10,1000 LJUBLJANA,01/280 32 70,http://zobozdravnik-ljubljana.eu/,2021-03-24T00:11:36Z
8507565,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"GS - DENS, ZOBOZDRAVSTVO, D.O.O.",CESTA LJUBLJANSKE BRIGADE 23,1000 LJUBLJANA,01/330 73 78,,2022-05-01T23:11:06Z
3095732,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,GUNA JERNEJ - ZASEBNA ZOBNA ORDINACIJA,NOVI DOM 11,1430 HRASTNIK,03 565 44 59,https://zobozdravnik-guna.si/,2021-06-17T23:10:59Z
3718907,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"HEON D.O.O., STOMATOLOŠKA DEJAVNOST",UKMARJEVA ULICA 2,1000 LJUBLJANA,,,2021-03-10T07:50:13Z
6321460,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,HEPI-DENT ZOBOZDRAVSTVENA ORDINACIJA D.O.O.,CESTA NOTRANJSKEGA ODREDA 36,1386 STARI TRG PRI LOŽU,(01) 709 53 05,http://hepi-dent.si/,2021-03-30T23:11:44Z
694190,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,IN STORITVE D.O.O.,ŠIŠENSKA CESTA 44,1000 LJUBLJANA,,www.zambulanta-vodnik.si,2021-05-09T23:10:46Z
3096647,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,IRENA PIŠLJAR - BOŽIČ DR. DENT.MED. SPEC. ORTODONT ZASEBNA ORDINACIJA ZA ZOBNO IN ČELJUSTNO ORTOPEDIJO,ULICA OTONA ŽUPANČIČA 3,5280 IDRIJA,(05) 377 32 97,http://www.orto-pisljar.si/,2021-05-31T23:10:48Z
3194276,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,JANČAR BLAŽI - ZOBOZDRAVSTVENA ORDINACIJA,PERIČEVA ULICA 25,1000 LJUBLJANA,,zobozdravstvo-jancar.si,2021-03-10T07:50:07Z
3434266,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"KAMA-DENT D.O.O., ZOBOZDRAVSTVENA DEJAVNOST, LJUBLJANA",FILIPIČEVA ULICA 1,1000 LJUBLJANA,,http://www.kamadent.si/,2021-03-10T07:50:10Z
1566071,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KANSKY GABERŠEK MARINA - ZOBOZDRAVSTVENA ORDINACIJA,DUNAJSKA CESTA 22,1000 LJUBLJANA,01/232 76 79,https://www.zdravniki-zobozdravniki.net/clan/Marina-KANSKY-GABERSEK-1222/,2021-03-24T00:11:29Z
3137243,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KASTELEC STANOVNIK LADKA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,CESTA 6. MAJA 11,1360 VRHNIKA,,http://www.slovenski-zobozdravniki.si/,2021-03-26T00:11:33Z
2994583,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KERŠIČ POLONCA - STOMATOLOGINJA,CESTA 6. MAJA 11,1360 VRHNIKA,(01) 750 52 95,https://www.cakalnedobe.si/ambulante/kersic-polonca-stomatologinja-zobozdravstvena-dejavnost/,2021-05-31T23:10:47Z
7053128,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"KG-DENT, ZOBOZDRAVSTVENE STORITVE D.O.O.",LAPORJE 30,1311 TURJAK,041/360 112,https://kg-dent.si/,2022-05-15T23:11:05Z
3188635,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KOMATAR MAJA - ZOBOZDRAVSTVENA ORDINACIJA,MESTNI TRG 2,1230 DOMŽALE,01 724 52 52,https://www.zdravniki-zobozdravniki.net/clan/Maja-KOMATAR-1190/,2021-05-11T23:10:52Z
3181532,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KOVAČEVIČ TESSENYI IRENA - ZOBNA ORDINACIJA,PARMOVA ULICA 51,1000 LJUBLJANA,,https://zobnaordinacija.com/,2021-03-10T07:50:06Z
4450420,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KOVAČIČ MAJA DDM ZASEBNA ZOBNA ORDINACIJA,KOGOVŠKOVA ULICA 1,1000 LJUBLJANA,01 444 00 32,https://www.cakalnedobe.si/ambulante/kovacic-maja-ddm-zasebna-zobna-ordinacija-zobozdravstvena-dejav,2021-03-28T23:11:37Z
3137777,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KOŠAK MARINA - ZOBOZDRAVSTVENA ORDINACIJA,BEETHOVNOVA ULICA 6,1000 LJUBLJANA,01/425 08 89,https://www.ezobozdravnik.si/seznam-zobozdravnikov/marina-kosak-zobozdravstvena-ordinacija/,2021-03-24T00:11:31Z
3091120,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KRANJEC LEOPOLDINA - ZOBNA ORDINACIJA,KOPITARJEV TRG 1,1217 VODICE,,,2021-03-10T07:50:00Z
3815618,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KRIŽAJ STORITVE D.O.O.,SLOMŠKOVA ULICA 17,1000 LJUBLJANA,,https://klinikakrizaj.si/,2021-06-02T23:10:53Z
3092034,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KRSTINIĆ GORAN - ZOBOZDRAVSTVO ODRASLIH,PARTIZANSKA POT 8 A,1270 LITIJA,,http://zobozdravstvo-dikic-krstinic.si/,2021-03-10T07:50:00Z
4413326,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"LEGAT DENT, ZOBOZDRAVSTVENE STORITVE D.O.O.",CESTA NA POLJE 2,1358 LOG PRI BREZOVICI,,http://www.legatdent.si/,2021-03-10T07:50:29Z
639081,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"LEONARDO, RAZVOJ, RAZISKAVE, TRGOVINA IN STORITVE, D.O.O., KRANJ",STORŽIŠKA ULICA 4,4000 KRANJ,,https://www.zevnik.eu/,2022-02-25T00:11:05Z
3719400,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"LESKOVEC, STORITVE, D.O.O.",PLEŠIČEVA ULICA 15,1000 LJUBLJANA,070 677 500,,2021-03-10T07:50:13Z
3630991,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,LOVŠIN URŠKA - ZOBOZDRAVSTVENA ORDINACIJA,PARTIZANSKA POT 8 A,1270 LITIJA,,,2021-03-10T07:50:12Z
3122972,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,LUKIČ MERELA ANA - ZOBOZDRAVSTVENA AMBULANTA,PELECHOVA CESTA 18,1235 RADOMLJE,,,2021-03-10T07:50:03Z
4682913,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"M-MEDIKO, ZOBOZDRAVSTVENA IN ZDRAVSTVENA DEJAVNOST, D.O.O.",CESTA 9. AVGUSTA 8 B,1410 ZAGORJE OB SAVI,,http://www.m-mediko.si/trbovlje,2021-03-29T23:11:38Z
4617825,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"MAG. VOJIN RAŠIĆ, DDM ZASEBNA ZOBNA ORDINACIJA",CESTA ZMAGE 1,1410 ZAGORJE OB SAVI,,,2021-03-10T07:50:32Z
3858088,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,MARKELJ MIHA - ZOBNA ORDINACIJA VIDEM,VIDEM 37 A,1312 VIDEM - DOBREPOLJE,,,2021-03-10T07:50:15Z
787045,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"MEDICO - DENTES, ZOBOZDRAVSTVENA DEJAVNOST, D.O.O.",VODOVODNA CESTA 109,1000 LJUBLJANA,,,2021-03-10T07:49:54Z
3211475,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,MIJATOVIČ JOVAN - ZOBNA AMBULANTA,LAZE V TUHINJU 29,1219 LAZE V TUHINJU,,https://www.zdravniki-zobozdravniki.net/clan/Jovan-MIJATOVIC-246/,2021-04-21T23:11:16Z
3962520,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"NEŠKOVIĆ DANKA, DR. DENT. MED. - ZASEBNA STOMATOLOŠKA ORDINACIJA",LJUBLJANSKA CESTA 19,1330 KOČEVJE,(01) 895 48 19,,2021-06-17T23:11:08Z
4223530,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,OBLAK - ZDOLŠEK JANJA DR.DENT.MED. ZOBOZDRAVSTENA ORDINACIJA,VILHARJEVA CESTA 27,1000 LJUBLJANA,,https://www.zdravniki-zobozdravniki.net/clan/Janja-OBLAK--ZDOLSEK-1603/,2021-03-10T07:50:22Z
3193560,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,OBLAK SAMO - ZOBNA ORDINACIJA,DUNAJSKA CESTA 109,1000 LJUBLJANA,(01) 566 24 94,http://www.zobozdravnikoblak.si/,2021-04-18T23:11:19Z
3181563,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,OBREZ OBLAK KARIN - ZOBNA IN ČELJUSTNA ORTOPEDIJA,DUNAJSKA CESTA 109,1000 LJUBLJANA,(01) 566 24 94,http://www.orto-obrez.si/,2021-05-31T23:10:50Z
3137209,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,OGRIN MARIJA - STOMATOLOGINJA,POD HRUŠEVCO 33,1360 VRHNIKA,,,2021-03-10T07:50:04Z
3181637,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ORALNA KIRURGIJA IN ESTETSKO ZOBOZDRAVSTVO, ORDINACIJA TETIČKOVIČ",DUNAJSKA CESTA 5,1000 LJUBLJANA,01 430 64 60,https://ordinacija-tetickovic.si/,2021-04-18T23:11:19Z
2693282,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ORTHOS ZAVOD ZA ORTODONTIJO IN MAKSILOFACIALNO ORTOPEDIJO, LJUBLJANA",VILHARJEV PODHOD 18,1000 LJUBLJANA,(01) 519 35 40,http://www.orthos.si/,2021-06-29T23:10:48Z
3151365,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ORTODONTIJA, ZOBOZDRAVSTVO VRBIČ D.O.O.",CESTA V MESTNI LOG 55,1000 LJUBLJANA,01 429 39 40,http://www.ortodontija-vrbic.si,2021-06-17T23:11:02Z
3435565,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,PEČNIK SANJA LUCIJA - ZOBOZDRAVNIŠKA ORDINACIJA,DUNAJSKA CESTA 129,1000 LJUBLJANA,(01) 565 14 25,,2021-06-24T23:11:04Z
3647540,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"POLO - DENT, ZOBOZDRAVSTVENA DEJAVNOST, D.O.O.",PETKOVA ULICA 16,1231 LJUBLJANA - ČRNUČE,(01) 519 21 03,https://zemljevid.najdi.si/podjetje/1673831000/polo-dent-zobozdravstvena-dejavnost-doo,2021-03-28T23:11:33Z
3181577,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,POTOKAR MOJCA - ZOBNA ORDINACIJA,ZASAVSKA CESTA 95,1231 LJUBLJANA - ČRNUČE,041/595 006,https://www.zdravniki-zobozdravniki.net/clan/Mojca-POTOKAR-600/,2021-03-24T00:11:31Z
5603597,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"POTOČNIK ŠPELA, DR. DENT. MED. ZASEBNA ZOBNA ORDINACIJA",DOLSKO 55,1262 DOL PRI LJUBLJANI,,,2021-03-10T07:50:36Z
3007142,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,PRAPROTNIK IGOR - DOKTOR STOMATOLOGIJE,KAMNIŠKA CESTA 24,1235 RADOMLJE,031 744 447,https://zobozdravstvopraprotnik.si/koncesija/,2022-01-21T00:10:52Z
3089391,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,PRIVŠEK IZTOK - ZOBOZDRAVSTVO,OPEKARSKA CESTA 11,1000 LJUBLJANA,(01) 283 92 38,https://www.mojzobar.si/iztok-privsek-zobozdravstvo/,2021-03-28T23:11:30Z
4567864,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,PUKLAVEC GROZNIK JANJA DR.DENT.MED. - ZASEBNA ZOBOZDRAVNICA,SAVSKA CESTA 10,1000 LJUBLJANA,(01) 280 32 59,,2021-03-28T23:11:38Z
3209958,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,RUS SIMONKA - STOMATOLOŠKA ORDINACIJA,VODNIKOVA CESTA 187,1000 LJUBLJANA,,,2021-03-10T07:50:07Z
2661740,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,SARIĆ DUBRAVKO - ZASEBNI ZOBOZDRAVNIK,MAJNIKOVA ULICA 1,1310 RIBNICA,,https://www.cakalnedobe.si/ambulante/saric-dubravko-zasebni-zobozdravnik-zobozdravstvena-dejavnost/,2021-03-17T00:10:58Z
1567276,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,SARIĆ LJILJANA - ZASEBNI ZOBOZDRAVNIK,MAJNIKOVA ULICA 1,1310 RIBNICA,,https://www.cakalnedobe.si/ambulante/saric-ljiljana-zasebni-zobozdravnik-zobozdravstvena-dejavnost/,2021-03-17T00:10:58Z
3137871,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,SIEGL VLADIMIR - ZOBOZDRAVSTVENA ORDINACIJA,KOPITARJEVA ULICA 4,1000 LJUBLJANA,,https://www.zdravniki-zobozdravniki.net/clan/Vladimir-SIEGL-157/,2021-03-10T07:50:04Z
754954,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"SIMED ZOBOZDRAVSTVO IN ZDRAVSTVO, D.O.O.",FINŽGARJEVA ULICA 4,1000 LJUBLJANA,01 540 02 00,https://www.simed.si/,2021-04-18T23:11:15Z
3958591,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"SKAN, DRUŽBA ZA OPRAVLJANJE STORITEV D.O.O.",ULICA LOJZETA SPACALA 10,1000 LJUBLJANA,,,2021-03-10T07:50:16Z
3433976,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,SOTOŠEK BORUT - SPECIALISTIČNA ORDINACIJA ZA MAKSILOFACIALNO IN ORALNO KIRURGIJO,TBILISIJSKA ULICA 57 B,1000 LJUBLJANA,(01) 423 10 23,http://www.mdc.si/,2021-04-18T23:11:20Z
4413647,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,SPECIALISTIČNA ORTODONTSKA AMBULANTA HROVATIN D.O.O.,"ROŽNA DOLINA, CESTA VII 21 A",1000 LJUBLJANA,01/365 15 40,http://ortodontska.ambulantahrovatin.si/,2021-06-17T23:11:13Z
5091569,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,SPECIALISTIČNA PARODONTOLOŠKA AMBULANTA MIKUŽ D.O.O.,UKMARJEVA ULICA 2,1000 LJUBLJANA,05 972 32 34,www.parodontologija.si,2021-03-10T07:50:34Z
5457105,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"SPLOŠNO IN ESTETSKO ZOBOZDRAVSTVO, NINA KOTNIK-TRAVNIK, S.P.",NA JASI 6,1241 KAMNIK,01 831 16 12,www.zobozdravnik-kamnik.si,2021-03-10T07:50:35Z
120872,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"SREDNJA ŠOLA ZA FARMACIJO, KOZMETIKO IN ZDRAVSTVO",ZDRAVSTVENA POT 1,1000 LJUBLJANA,01 300 72 40,http://www.ssfkz.si/,2021-12-01T00:11:29Z
3137928,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"STOMATOLOŠKA ORDINACIJA JANKO E. ŠTEFANČIČ, DR. DENT. MED.",ALJAŽEVA ULICA 30,1000 LJUBLJANA,,,2021-03-10T07:50:05Z
2663309,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"STOMATOLOŠKA ORDINACIJA NINA TOMIĆ, DR. DENT. MED.",ROŠKA CESTA 18,1330 KOČEVJE,(01) 895 46 78,,2021-06-17T23:10:57Z
3630974,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,STRLIČ IRIS - ZOBOZDRAVSTVENA ORDINACIJA,MESTNI TRG 2,1230 DOMŽALE,,,2021-03-10T07:50:12Z
3123046,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,STROSAR ROZMAN GABRIJELA - ZOBNA AMBULANTA ZA ODRASLE,ZORANINA ULICA 3,1234 MENGEŠ,,https://zobnizdravnik.weebly.com/,2021-03-10T07:50:03Z
4321693,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,STU-DENT ZOBOZDRAVSTVENE STORITVE D.O.O.,TEHNOLOŠKI PARK 20,1000 LJUBLJANA,(041) 316 462,https://stu-dent.si/,2021-05-26T23:10:58Z
6501933,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"T DENT, ZOBNA ORDINACIJA, D.O.O.",GLAVARJEVA CESTA 61 A,1218 KOMENDA,040 802 532,www.tdent.si,2022-03-10T00:11:31Z
6162114,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"TAJA DULAR POTOČAR, DR. DENT. MED., ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA",ALJAŽEVA ULICA 9,1234 MENGEŠ,,http://dulardent.si/,2021-03-10T07:50:40Z
410972,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"TECHDENS, ZOBOZDRAVSTVENE IN DRUGE STORITVE, D.O.O.",TBILISIJSKA ULICA 59,1000 LJUBLJANA,,https://zobozdravnikzastudente.si/,2021-05-26T23:10:46Z
4109257,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,TOMAŽ BANKO ZASEBNI ZOBOZDRAVNIK - ZOBOZDRAVSTVENA ORDINACIJA,MESTNI TRG 2,1230 DOMŽALE,01 724 52 47,https://www.banko.si,2021-05-11T23:10:56Z
6242994,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,TOMAŽ LUKANOVIĆ - ZOBOZDRAVNIK,ULICA BRATOV UČAKAR 64,1000 LJUBLJANA,01 519 87 93,http://zobozdravstvo.lukanovic.si/,2021-03-28T23:11:40Z
2661922,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,TOMŠIČ ARNALDO - ZOBNA ORDINACIJA,CESTA V MESTNI LOG 55,1000 LJUBLJANA,,https://www.zdravniki-zobozdravniki.net/clan/Arnaldo-TOMSIC-789/,2021-03-10T07:49:56Z
3407141,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,TOMŠIČ TONE - ZASEBNI ZOBOZDRAVNIK,GASPARIJEVA ULICA 12,1000 LJUBLJANA,01/544 20 81,https://www.zdravniki-zobozdravniki.net/clan/Tone-TOMSIC-194/,2021-03-24T00:11:32Z
3435994,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,TOZON KRISTINA - ZOBOZDRAVNICA,MEJAČEVA ULICA 3,1353 BOROVNICA,01 754 71 90,zdravniki-zobozdravniki.net/clan/kristina-TOZON-934,2021-03-10T07:50:10Z
4493543,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"TRUDEN ANDREJKA, DR. DENT. MED., ZASEBNA ZOBOZDRAVNICA, DENTALNI STUDIO AS",ULICA BRATOV BABNIK 10,1000 LJUBLJANA,051 265 939,https://www.dentalnistudioas.si/,2021-03-28T23:11:37Z
4563680,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"TRŽAN-MAKOVEC ZOBOZDRAVSTVENA ORDINACIJA, D.O.O.",ULICA VLADIMIRJA DOLNIČARJA 11,1356 DOBROVA,,https://www.zdravniki-zobozdravniki.net/clan/Breda-TRZAN-GROZDANOV-1271/,2021-03-10T07:50:32Z
3440928,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,URBANČIČ PEVC ANDREJKA -ZOBOZDRAVSTVENA ORDINACIJA,VODOVODNA CESTA 109,1000 LJUBLJANA,(01) 565 40 02,https://www.zdravniki-zobozdravniki.net/,2022-05-15T23:10:57Z
